imagenet_img_id,label
n02108551_1664,Dog
n02108551_1665,Dog
n02108551_1665,Person
n02108551_16717,Dog
n02108551_16728,Dog
n02108551_16728,Chair
n02108551_1676,Dog
n02108551_16774,Dog
n02108551_1680,Dog
n02108551_16816,Dog
n02108551_1689,Dog
n02108551_1694,Dog
n02108551_1700,Person
n02108551_1700,Dog
n02108551_17029,Dog
n02108551_17039,Dog
n02108551_17039,Chair
n02108551_1704,Car
n02108551_1704,Dog
n02108551_1705,Dog
n02108551_17055,Dog
n02108551_1719,Dog
n02108551_1724,Dog
n02108551_1725,Dog
n02108551_17269,Dog
n02108551_17279,Dog
n02108551_1743,Dog
n02108551_1745,Dog
n02108551_175,Dog
n02108551_17653,Dog
n02108551_17713,Dog
n02108551_1774,Dog
n02108551_17770,Dog
n02108551_17799,Dog
n02108551_17855,Dog
n02108551_1791,Dog
n02108551_1794,Dog
n02108551_1794,"Potted plant"
n02108551_17985,Dog
n02108551_18026,Dog
n02108551_1805,Dog
n02108551_1806,Dog
n02108551_1814,Dog
n02108551_1815,Dog
n02108551_1816,Dog
n02108551_18222,Dog
n02108551_18222,Person
n02108551_18276,Dog
n02108551_18282,Dog
n02108551_1829,Dog
n02108551_183,Person
n02108551_183,Dog
n02108551_18368,Dog
n02108551_18385,Dog
n02108551_18445,Dog
n02108551_18485,Dog
n02108551_1851,Dog
n02108551_18571,Dog
n02108551_18651,Person
n02108551_18651,Dog
n02108551_18687,Dog
n02108551_18689,Dog
n02108551_18689,Person
n02108551_1880,Dog
n02108551_18832,Dog
n02108551_1884,Dog
n02108551_1894,Dog
n02108551_1894,Person
n02108551_19165,Dog
n02108551_19170,Dog
n02108551_1922,Dog
n02108551_1930,Dog
n02108551_1930,Person
n02108551_19335,Dog
n02108551_19374,Dog
n02108551_19414,Dog
n02108551_1946,Dog
n02108551_1968,Dog
n02108551_1981,Dog
n02108551_1981,Person
n02108551_1991,Dog
n02108551_1991,Person
n02108551_2000,Dog
n02108551_2000,Person
n02108551_2010,Dog
n02108551_20109,Dog
n02108551_20111,Dog
n02108551_20111,Chair
n02108551_20113,Dog
n02108551_2014,Dog
n02108551_20194,Dog
n02108551_2025,Dog
n02108551_2025,Person
n02108551_2028,Dog
n02108551_20287,Dog
n02108551_20303,Dog
n02108551_20307,Dog
n02108551_20307,Person
n02108551_20428,Dog
n02108551_20428,Person
n02108551_20441,Dog
n02108551_2052,Dog
n02108551_20527,Dog
n02108551_20638,Dog
n02108551_20748,Dog
n02108551_2082,Dog
n02108551_2082,Person
n02108551_2094,Dog
n02108551_20959,Dog
n02108551_2097,Dog
n02108551_21072,Dog
n02108551_211,Dog
n02108551_2111,Dog
n02108551_2122,Dog
n02108551_21261,Dog
n02108551_21261,Sofa
n02108551_21299,Dog
n02108551_21299,Person
n02108551_21334,Dog
n02108551_21376,Dog
n02108551_21376,Sofa
n02108551_21430,Dog
n02108551_21481,Dog
n02108551_21496,Dog
n02108551_21630,Dog
n02108551_21655,Dog
n02108551_21766,Dog
n02108551_2181,Dog
n02108551_2182,Dog
n02108551_21888,Dog
n02108551_2189,Dog
n02108551_21941,Dog
n02108551_21981,Dog
n02108551_21981,Person
n02108551_22054,Dog
n02108551_22054,Person
n02108551_2206,Dog
n02108551_22070,Dog
n02108551_22070,Person
n02108551_22097,Dog
n02108551_22127,Dog
n02108551_22133,Dog
n02108551_22198,Dog
n02108551_2236,Dog
n02108551_2240,Dog
n02108551_22423,Dog
n02108551_22431,Dog
n02108551_22507,Cat
n02108551_22570,Dog
n02108551_226,Dog
n02108551_22636,Dog
n02108551_22636,Person
n02108551_22650,Dog
n02108551_227,Dog
n02108551_2276,Dog
n02108551_22784,Dog
n02108551_22784,Person
n02108551_22822,Dog
n02108551_2296,Dog
n02108551_23,Person
n02108551_23,Dog
n02108551_2301,Dog
n02108551_23024,Dog
n02108551_23054,Dog
n02108551_23089,Dog
n02108551_23156,Dog
n02108551_23156,Cow
n02108551_232,Dog
n02108551_2326,Dog
n02108551_23307,Dog
n02108551_23367,Sheep
n02108551_23393,Dog
n02108551_23439,Dog
n02108551_23439,Person
n02108551_23500,Dog
n02108551_23506,Dog
n02108551_23529,Dog
n02108551_23543,Dog
n02108551_23558,Dog
n02108551_23624,Dog
n02108551_23726,Dog
n02108551_23726,Chair
n02108551_23726,Person
n02108551_23837,Dog
n02108551_23837,Car
n02108551_239,Dog
n02108551_23969,Dog
n02108551_23969,Person
n02108551_240,Dog
n02108551_24095,Dog
n02108551_24223,Dog
n02108551_24283,Dog
n02108551_24321,Dog
n02108551_2434,Dog
n02108551_24364,Dog
n02108551_24461,Dog
n02108551_2448,Dog
n02108551_24485,Dog
n02108551_24485,Person
n02108551_24488,Dog
n02108551_24501,Dog
n02108551_24521,Dog
n02108551_24546,Dog
n02108551_24561,Dog
n02108551_246,Dog
n02108551_24643,Person
n02108551_24643,Dog
n02108551_24673,Dog
n02108551_24680,Dog
n02108551_24907,Person
n02108551_24907,Dog
n02108551_24920,Dog
n02108551_24941,Dog
n02108551_25027,Dog
n02108551_2514,Dog
n02108551_25198,Dog
n02108551_25256,Dog
n02108551_2529,Dog
n02108551_25363,Dog
n02108551_25364,Dog
n02108551_25414,Dog
n02108551_25430,Dog
n02108551_25468,Dog
n02108551_2550,Dog
n02108551_25538,Dog
n02108551_25568,Dog
n02108551_25674,Dog
n02108551_2570,Dog
n02108551_25766,Dog
n02108551_2595,Dog
n02108551_2596,Person
n02108551_2596,Dog
n02108551_2600,Dog
n02108551_2600,Cat
n02108551_26039,Dog
n02108551_2611,Dog
n02108551_2613,Dog
n02108551_2613,Person
n02108551_26133,Dog
n02108551_26162,Dog
n02108551_262,Dog
n02108551_262,Person
n02108551_26296,Dog
n02108551_26300,Dog
n02108551_26312,Dog
n02108551_26339,Dog
n02108551_26351,Dog
n02108551_26420,Dog
n02108551_26454,Dog
n02108551_26509,Dog
n02108551_26517,Dog
n02108551_2658,Dog
n02108551_2659,Dog
n02108551_2667,Dog
n02108551_2680,Dog
n02108551_26829,Dog
n02108551_2691,Dog
n02108551_2691,Person
n02108551_26949,Dog
n02108551_2698,Dog
n02108551_2715,Dog
n02108551_2723,Dog
n02108551_2730,Dog
n02108551_2736,Dog
n02108551_2739,Dog
n02108551_276,Dog
n02108551_2778,Dog
n02108551_2815,Dog
n02108551_2836,Dog
n02108551_2843,Person
n02108551_2843,Dog
n02108551_2850,Dog
n02108551_2850,Person
n02108551_2857,Dog
n02108551_2861,Dog
n02108551_2895,Dog
n02108551_2898,Dog
n02108551_290,Dog
n02108551_2905,Dog
n02108551_2913,Dog
n02108551_2921,Dog
n02108551_2927,Dog
n02108551_2931,Dog
n02108551_2934,Cow
n02108551_2946,Dog
n02108551_2948,Dog
n02108551_2948,Person
n02108551_2993,Dog
n02108551_2997,Dog
n02108551_2997,Person
n02108551_2998,Dog
n02108551_3003,Dog
n02108551_3003,Person
n02108551_3009,Dog
n02108551_3009,Person
n02108551_3055,Dog
n02108551_3095,Dog
n02108551_3105,Dog
n02108551_3116,Dog
n02108551_3130,Dog
n02108551_3147,Dog
n02108551_3174,Dog
n02108551_3208,Dog
n02108551_3222,Dog
n02108551_3263,Dog
n02108551_3284,Dog
n02108551_3305,Dog
n02108551_335,Dog
n02108551_3376,Dog
n02108551_3376,Person
n02108551_3386,Dog
n02108551_3386,Person
n02108551_340,Dog
n02108551_3400,Dog
n02108551_3425,Dog
n02108551_3482,Dog
n02108551_3495,Dog
n02108551_3501,Dog
n02108551_3504,Dog
n02108551_351,Dog
n02108551_3516,Dog
n02108551_3522,Dog
n02108551_3527,Dog
n02108551_353,Chair
n02108551_353,Dog
n02108551_3543,Dog
n02108551_3578,Dog
n02108551_3579,Dog
n02108551_358,Dog
n02108551_3598,Dog
n02108551_3601,Dog
n02108551_3612,Dog
n02108551_3635,Dog
n02108551_3652,Dog
n02108551_3662,Person
n02108551_3668,Dog
n02108551_3668,Person
n02108551_3674,Dog
n02108551_3683,Dog
n02108551_369,Dog
n02108551_3737,Dog
n02108551_3766,Dog
n02108551_3766,Person
n02108551_3771,Dog
n02108551_3776,Dog
n02108551_3776,Person
n02108551_3796,Dog
n02108551_3814,Dog
n02108551_3818,Dog
n02108551_3840,Dog
n02108551_3865,Person
n02108551_3865,Cat
n02108551_3865,Dog
n02108551_3874,Dog
n02108551_3919,Dog
n02108551_396,Person
n02108551_396,Dog
n02108551_397,Dog
n02108551_3980,Person
n02108551_3980,Dog
n02108551_3995,Dog
n02108551_4014,Dog
n02108551_4031,Dog
n02108551_405,Dog
n02108551_405,Person
n02108551_4133,Dog
n02108551_4133,Person
n02108551_418,Dog
n02108551_4199,Dog
n02108551_4209,Dog
n02108551_4236,Dog
n02108551_4253,Dog
n02108551_4271,Person
n02108551_4277,Person
n02108551_4277,Dog
n02108551_4278,Dog
n02108551_4284,Dog
n02108551_4286,Dog
n02108551_4309,Dog
n02108551_431,Dog
n02108551_4310,Dog
n02108551_4317,Dog
n02108551_4323,Dog
n02108551_4323,Person
n02108551_4329,Dog
n02108551_433,Dog
n02108551_433,Person
n02108551_4338,Dog
n02108551_4340,Dog
n02108551_4341,Dog
n02108551_4355,Dog
n02108551_436,Dog
n02108551_4379,Dog
n02108551_4392,Person
n02108551_4392,Dog
n02108551_4394,Dog
n02108551_441,Dog
n02108551_4412,Dog
n02108551_4421,Dog
n02108551_4426,Dog
n02108551_4447,Dog
n02108551_4452,Person
n02108551_4452,Dog
n02108551_4482,Dog
n02108551_4490,Dog
n02108551_4505,Dog
n02108551_4507,Dog
n02108551_451,Dog
n02108551_4510,Dog
n02108551_452,Dog
n02108551_4540,Dog
n02108551_4543,Dog
n02108551_4543,Chair
n02108551_4543,Person
n02108551_4547,Dog
n02108551_4610,Dog
n02108551_4614,Dog
n02108551_462,Dog
n02108551_4632,Dog
n02108551_4632,Person
n02108551_4637,Dog
n02108551_4667,Dog
n02108551_4667,Sofa
n02108551_4682,Dog
n02108551_4687,Dog
n02108551_4697,Dog
n02108551_4697,Person
n02108551_4698,Dog
n02108551_4700,Dog
n02108551_4700,Person
n02108551_4717,Dog
n02108551_4717,Person
n02108551_473,Person
n02108551_473,Dog
n02108551_4751,Dog
n02108551_4769,Dog
n02108551_4774,Person
n02108551_4774,Dog
n02108551_4790,Dog
n02108551_4797,Dog
n02108551_4801,Dog
n02108551_4807,Dog
n02108551_4820,Dog
n02108551_4835,Dog
n02108551_4889,Dog
n02108551_491,Dog
n02108551_4913,Person
n02108551_4913,Dog
n02108551_4918,Dog
n02108551_4927,Dog
n02108551_4957,Dog
n02108551_5004,Dog
n02108551_5006,Dog
n02108551_5006,Sheep
n02108551_5049,Dog
n02108551_5050,Dog
n02108551_5053,Dog
n02108551_5074,Dog
n02108551_5086,Dog
n02108551_5121,Person
n02108551_5121,Dog
n02108551_5127,Dog
n02108551_513,Horse
n02108551_5132,Dog
n02108551_514,Dog
n02108551_5173,Dog
n02108551_5216,Dog
n02108551_5249,Dog
n02108551_5249,Person
n02108551_5257,Sheep
n02108551_527,Dog
n02108551_5287,Dog
n02108551_5325,Dog
n02108551_5366,Dog
n02108551_538,Dog
n02108551_5388,Dog
n02108551_5388,Person
n02108551_5445,Person
n02108551_5445,Dog
n02108551_5500,Dog
n02108551_5540,Dog
n02108551_5547,Dog
n02108551_5553,Dog
n02108551_5560,Dog
n02108551_5571,Dog
n02108551_5602,Dog
n02108551_5625,Dog
n02108551_5649,Person
n02108551_5649,Dog
n02108551_5652,Sheep
n02108551_5652,Dog
n02108551_5682,Dog
n02108551_5703,Dog
n02108551_572,Dog
n02108551_5721,Dog
n02108551_5752,Dog
n02108551_5787,Dog
n02108551_5804,Dog
n02108551_581,Dog
n02108551_5830,Dog
n02108551_5887,Dog
n02108551_593,Dog
n02108551_5950,Dog
n02108551_596,Dog
n02108551_5963,Person
n02108551_5963,Dog
n02108551_5963,Chair
n02108551_598,Dog
n02108551_5992,Dog
n02108551_6002,Dog
n02108551_6022,Person
n02108551_6022,Dog
n02108551_603,Dog
n02108551_603,Person
n02108551_6031,Dog
n02108551_6087,Dog
n02108551_6087,Car
n02108551_6100,Person
n02108551_6100,Dog
n02108551_611,Dog
n02108551_6171,Dog
n02108551_6179,Dog
n02108551_6183,Dog
n02108551_6208,Dog
n02108551_6295,Dog
n02108551_6308,Dog
n02108551_634,Dog
n02108551_6384,Dog
n02108551_640,Dog
n02108551_650,Dog
n02108551_654,Dog
n02108551_658,Dog
n02108551_660,Dog
n02108551_668,Dog
n02108551_691,Dog
n02108551_6923,Dog
n02108551_7102,Dog
n02108551_7110,Dog
n02108551_7113,Dog
n02108551_7115,Dog
n02108551_7133,Dog
n02108551_7148,Dog
n02108551_715,Dog
n02108551_7150,Dog
n02108551_7150,Person
n02108551_7168,Dog
n02108551_7170,Dog
n02108551_7176,Dog
n02108551_7183,Dog
n02108551_7184,Dog
n02108551_7205,Dog
n02108551_7219,Dog
n02108551_7231,Dog
n02108551_7236,Dog
n02108551_7243,Dog
n02108551_7247,Dog
n02108551_726,Dog
n02108551_7264,Dog
n02108551_728,Dog
n02108551_731,Dog
n02108551_734,Dog
n02108551_7340,Dog
n02108551_7343,Dog
n02108551_7345,Dog
n02108551_7386,Dog
n02108551_7394,Dog
n02108551_7395,Dog
n02108551_7401,Dog
n02108551_7409,Dog
n02108551_7418,Dog
n02108551_7449,Dog
n02108551_7454,Dog
n02108551_7459,Dog
n02108551_7462,Dog
n02108551_7468,Dog
n02108551_7495,Dog
n02108551_7496,Dog
n02108551_7497,Dog
n02108551_7514,Dog
n02108551_7518,Dog
n02108551_7519,Dog
n02108551_7523,Dog
n02108551_7523,Person
n02108551_7534,Dog
n02108551_7549,Dog
n02108551_7549,Person
n02108551_7562,Dog
n02108551_7565,Dog
n02108551_7585,Person
n02108551_7586,Dog
n02108551_7589,Dog
n02108551_7610,Dog
n02108551_7640,Dog
n02108551_7640,Person
n02108551_7662,Dog
n02108551_7662,Person
n02108551_7679,Dog
n02108551_7698,Dog
n02108551_7714,Dog
n02108551_7721,Dog
n02108551_7721,Person
n02108551_7751,Dog
n02108551_7788,Dog
n02108551_7791,Dog
n02108551_7828,Car
n02108551_7828,Cow
n02108551_7829,Dog
n02108551_7851,Dog
n02108551_786,Dog
n02108551_7861,Dog
n02108551_7879,Dog
n02108551_7880,Dog
n02108551_792,Dog
n02108551_7924,Dog
n02108551_7924,Person
n02108551_7924,Car
n02108551_7926,Dog
n02108551_7927,Dog
n02108551_7933,Dog
n02108551_7941,Dog
n02108551_7945,Dog
n02108551_7984,Dog
n02108551_7988,Dog
n02108551_8006,Dog
n02108551_8006,Bottle
n02108551_8042,Dog
n02108551_8053,Dog
n02108551_8053,Person
n02108551_810,Dog
n02108551_8136,Dog
n02108551_8166,Dog
n02108551_818,Dog
n02108551_8215,Dog
n02108551_8220,Person
n02108551_8227,Dog
n02108551_8246,Dog
n02108551_8263,Dog
n02108551_8318,Dog
n02108551_832,Dog
n02108551_8332,Dog
n02108551_8346,Dog
n02108551_835,Dog
n02108551_835,Person
n02108551_8370,Dog
n02108551_8462,Dog
n02108551_8486,Dog
n02108551_8493,Dog
n02108551_8499,Dog
n02108551_8507,Dog
n02108551_8515,Dog
n02108551_8537,Dog
n02108551_854,Dog
n02108551_8548,Person
n02108551_8548,Dog
n02108551_8577,Dog
n02108551_8627,Dog
n02108551_864,Person
n02108551_864,Dog
n02108551_8645,Dog
n02108551_8679,Dog
n02108551_870,Dog
n02108551_870,Person
n02108551_8703,Dog
n02108551_8723,Dog
n02108551_873,Cat
n02108551_8747,Dog
n02108551_8802,Dog
n02108551_8820,Dog
n02108551_8842,Dog
n02108551_8879,Dog
n02108551_8910,Dog
n02108551_8921,Dog
n02108551_8922,Dog
n02108551_8928,Dog
n02108551_8932,Dog
n02108551_8933,Dog
n02108551_8935,Person
n02108551_8935,Sofa
n02108551_8943,Dog
n02108551_8944,Dog
n02108551_8947,Dog
n02108551_8961,Dog
n02108551_8986,Dog
n02108551_899,Dog
n02108551_90,Person
n02108551_90,Dog
n02108551_902,Dog
n02108551_9032,Bird
n02108551_9074,Dog
n02108551_9081,Dog
n02108551_911,Dog
n02108551_9110,Dog
n02108551_9111,Dog
n02108551_9111,Person
n02108551_9132,Dog
n02108551_9134,Dog
n02108551_9136,Dog
n02108551_9149,Dog
n02108551_9166,Dog
n02108551_9166,"Potted plant"
n02108551_9183,Dog
n02108551_9183,Person
n02108551_9202,Dog
n02108551_9219,Dog
n02108551_9220,Dog
n02108551_923,Dog
n02108551_923,Person
n02108551_923,Car
n02108551_9253,Dog
n02108551_9262,Dog
n02108551_928,Dog
n02108551_929,Dog
n02108551_9294,Dog
n02108551_9301,Person
n02108551_9301,Dog
n02108551_9306,Dog
n02108551_9325,Dog
n02108551_9336,Dog
n02108551_9358,Dog
n02108551_9391,Dog
n02108551_9403,Dog
n02108551_9474,Dog
n02108551_9523,Dog
n02108551_9527,Dog
n02108551_9533,Dog
n02108551_9546,Person
n02108551_9546,Dog
n02108551_9568,Dog
n02108551_957,Dog
n02108551_9573,Dog
n02108551_9580,Dog
n02108551_9585,Dog
n02108551_962,Dog
n02108551_962,Bottle
n02108551_9620,Dog
n02108551_9622,Dog
n02108551_9629,Dog
n02108551_964,Dog
n02108551_9650,Dog
n02108551_966,Dog
n02108551_966,Person
n02108551_966,"Potted plant"
n02108551_968,Dog
n02108551_9716,Cat
n02108551_9750,Dog
n02108551_9765,Dog
n02108551_978,Dog
n02108551_9785,Dog
n02108551_9787,Dog
n02108551_98,Dog
n02108551_98,Person
n02108551_980,Dog
n02108551_9823,Dog
n02108551_9831,Person
n02108551_9831,Dog
n02108551_9840,Dog
n02108551_987,Dog
n02108551_987,Person
n02108551_9876,Dog
n02108551_9913,Dog
n02108551_9916,Dog
n02108551_9947,Dog
n02108551_9962,Dog
n02108551_9984,Dog
n02108551_9984,Person
n02108551_9986,Dog
n02108551_9989,Dog
n02107142_10009,Dog
n02107142_10036,Dog
n02107142_1004,Dog
n02107142_10051,Dog
n02107142_10070,Dog
n02107142_10077,Dog
n02107142_1010,Dog
n02107142_10117,Dog
n02107142_10149,Dog
n02107142_10180,Dog
n02107142_10202,Person
n02107142_10202,Dog
n02107142_10209,Sheep
n02107142_10209,Dog
n02107142_1026,Dog
n02107142_10278,Dog
n02107142_10278,Sofa
n02107142_10320,Dog
n02107142_10331,Person
n02107142_10331,Car
n02107142_10332,Dog
n02107142_10365,Dog
n02107142_10365,Horse
n02107142_10381,Dog
n02107142_10381,Person
n02107142_10403,Dog
n02107142_10506,Dog
n02107142_1052,Dog
n02107142_10521,Dog
n02107142_10531,Dog
n02107142_10562,Dog
n02107142_10637,Dog
n02107142_10647,Dog
n02107142_10654,Dog
n02107142_10679,Dog
n02107142_10679,Person
n02107142_10708,Dog
n02107142_1073,Dog
n02107142_1074,Dog
n02107142_1074,"Potted plant"
n02107142_10745,Dog
n02107142_10781,Dog
n02107142_1080,Dog
n02107142_1087,Dog
n02107142_10903,Dog
n02107142_10932,Dog
n02107142_10941,Dog
n02107142_10952,Dog
n02107142_10978,Dog
n02107142_11002,Dog
n02107142_11002,Person
n02107142_11004,Dog
n02107142_11042,Dog
n02107142_11077,Dog
n02107142_11100,Dog
n02107142_11103,Dog
n02107142_11105,Person
n02107142_11105,Dog
n02107142_11150,Dog
n02107142_1116,Dog
n02107142_11197,Dog
n02107142_11221,Dog
n02107142_11226,Person
n02107142_11226,Dog
n02107142_11231,Person
n02107142_11231,Dog
n02107142_11308,Dog
n02107142_11354,Dog
n02107142_11415,Person
n02107142_11415,Sofa
n02107142_11493,Dog
n02107142_11493,Chair
n02107142_1159,Dog
n02107142_11625,Person
n02107142_11625,Dog
n02107142_11625,Sofa
n02107142_11709,Dog
n02107142_11717,Dog
n02107142_11757,Dog
n02107142_1176,Dog
n02107142_11762,Dog
n02107142_118,Dog
n02107142_118,Person
n02107142_118,Sofa
n02107142_11838,Dog
n02107142_11840,Person
n02107142_11840,Dog
n02107142_11847,Dog
n02107142_11869,Dog
n02107142_11882,Bird
n02107142_11904,Cat
n02107142_1193,Dog
n02107142_11930,Dog
n02107142_11930,Person
n02107142_11930,"Potted plant"
n02107142_11946,Dog
n02107142_12041,Sofa
n02107142_12041,Dog
n02107142_12067,Dog
n02107142_12075,Dog
n02107142_12076,Dog
n02107142_12082,Dog
n02107142_12162,Dog
n02107142_12182,Dog
n02107142_12182,Person
n02107142_12191,Dog
n02107142_12220,Dog
n02107142_12230,Dog
n02107142_12230,Person
n02107142_1236,Dog
n02107142_1242,Dog
n02107142_12430,Cat
n02107142_1244,Dog
n02107142_12446,Dog
n02107142_12462,Dog
n02107142_12488,Dog
n02107142_1251,Dog
n02107142_12673,Dog
n02107142_12739,Dog
n02107142_12749,Dog
n02107142_12750,Dog
n02107142_1279,Dog
n02107142_12799,Dog
n02107142_1281,Dog
n02107142_1281,Train
n02107142_12922,Dog
n02107142_12922,Person
n02107142_1296,Dog
n02107142_12977,Dog
n02107142_13010,Dog
n02107142_13011,Dog
n02107142_13015,Dog
n02107142_13024,Dog
n02107142_13027,Dog
n02107142_1306,Dog
n02107142_1312,Dog
n02107142_13173,Dog
n02107142_13258,Dog
n02107142_13267,Dog
n02107142_13356,Dog
n02107142_13357,Dog
n02107142_13410,Dog
n02107142_13417,Dog
n02107142_1344,Dog
n02107142_13483,Dog
n02107142_13535,Dog
n02107142_13610,Dog
n02107142_13621,Person
n02107142_13621,Dog
n02107142_13626,Dog
n02107142_13675,Dog
n02107142_13677,Dog
n02107142_1368,Dog
n02107142_13680,Dog
n02107142_13705,Dog
n02107142_13705,Person
n02107142_1372,Dog
n02107142_13817,Dog
n02107142_13891,Dog
n02107142_13893,Dog
n02107142_13923,Dog
n02107142_13963,Dog
n02107142_13964,Dog
n02107142_13995,Cat
n02107142_13997,Dog
n02107142_13997,Sofa
n02107142_14010,Dog
n02107142_14044,Horse
n02107142_14065,Dog
n02107142_14066,Dog
n02107142_1412,Person
n02107142_1412,Dog
n02107142_1416,Dog
n02107142_14173,Dog
n02107142_14227,Dog
n02107142_14262,Person
n02107142_14282,Dog
n02107142_14313,Dog
n02107142_14366,Dog
n02107142_1437,Dog
n02107142_14378,Dog
n02107142_1440,Dog
n02107142_14425,Dog
n02107142_1445,Dog
n02107142_14494,Dog
n02107142_1450,Dog
n02107142_1451,Dog
n02107142_14512,Dog
n02107142_14523,Dog
n02107142_14531,Dog
n02107142_1454,Dog
n02107142_14586,Dog
n02107142_14595,Dog
n02107142_14636,Dog
n02107142_14644,Dog
n02107142_14683,Dog
n02107142_14723,Dog
n02107142_14723,Person
n02107142_14813,Dog
n02107142_14855,Dog
n02107142_14878,Dog
n02107142_14908,Dog
n02107142_14933,Person
n02107142_14935,Dog
n02107142_14969,Dog
n02107142_14975,Dog
n02107142_14990,Dog
n02107142_15003,Dog
n02107142_15030,Dog
n02107142_15037,Dog
n02107142_15042,Dog
n02107142_15229,Dog
n02107142_15231,Dog
n02107142_1524,Dog
n02107142_15334,Dog
n02107142_15334,Person
n02107142_15369,Dog
n02107142_15377,Dog
n02107142_15431,Dog
n02107142_15431,Chair
n02107142_15436,Dog
n02107142_15475,Dog
n02107142_1550,Dog
n02107142_15514,Dog
n02107142_15514,Person
n02107142_15528,Dog
n02107142_15530,Dog
n02107142_15550,Dog
n02107142_15657,Dog
n02107142_15694,Cow
n02107142_15697,Dog
n02107142_15704,Dog
n02107142_15762,Dog
n02107142_15762,Cat
n02107142_1578,Dog
n02107142_15810,Person
n02107142_15810,Dog
n02107142_15927,Dog
n02107142_15936,Dog
n02107142_1596,Dog
n02107142_15969,Dog
n02107142_16014,Dog
n02107142_16165,Dog
n02107142_16212,Horse
n02107142_16217,Dog
n02107142_1629,Dog
n02107142_16316,Dog
n02107142_16319,Dog
n02107142_1634,Dog
n02107142_1634,Person
n02107142_16383,Dog
n02107142_164,Dog
n02107142_16400,Dog
n02107142_16404,Dog
n02107142_16424,Dog
n02107142_16429,Car
n02107142_16429,Dog
n02107142_16448,Horse
n02107142_16448,Person
n02107142_16487,Dog
n02107142_16512,Chair
n02107142_16512,Dog
n02107142_16514,Dog
n02107142_16540,Dog
n02107142_16549,Dog
n02107142_16549,Person
n02107142_16677,Dog
n02107142_16813,Person
n02107142_16813,Dog
n02107142_1686,Dog
n02107142_16880,Dog
n02107142_16901,Dog
n02107142_16917,Dog
n02107142_1694,Dog
n02107142_16951,Dog
n02107142_16981,Dog
n02107142_16996,Dog
n02107142_17006,Dog
n02107142_17026,Dog
n02107142_17111,Dog
n02107142_17116,Dog
n02107142_17123,Dog
n02107142_17147,Dog
n02107142_17180,Dog
n02107142_17266,Dog
n02107142_17351,Dog
n02107142_1736,Dog
n02107142_17364,Car
n02107142_17364,Dog
n02107142_17393,Dog
n02107142_17429,Dog
n02107142_17435,Dog
n02107142_17449,Dog
n02107142_17450,Dog
n02107142_17468,Dog
n02107142_175,Dog
n02107142_17528,Dog
n02107142_1753,Dog
n02107142_17564,Dog
n02107142_17567,Dog
n02107142_17567,Person
n02107142_17575,Dog
n02107142_17581,Dog
n02107142_17592,Chair
n02107142_17592,Dog
n02107142_17612,Dog
n02107142_17733,Dog
n02107142_17788,Dog
n02107142_17845,Dog
n02107142_17884,Dog
n02107142_17899,Dog
n02107142_17918,Dog
n02107142_17942,Dog
n02107142_18003,Horse
n02107142_18020,Dog
n02107142_18098,Dog
n02107142_18100,Dog
n02107142_18156,Horse
n02107142_1818,Dog
n02107142_1818,Chair
n02107142_18196,Dog
n02107142_18214,Dog
n02107142_1822,Dog
n02107142_18289,Dog
n02107142_1829,Dog
n02107142_1829,Sheep
n02107142_18299,Dog
n02107142_18318,Person
n02107142_18318,Bird
n02107142_18331,Dog
n02107142_18343,Dog
n02107142_18343,Person
n02107142_18352,Dog
n02107142_18363,Dog
n02107142_18368,Cow
n02107142_18368,Dog
n02107142_18380,Dog
n02107142_18398,Cat
n02107142_18413,Dog
n02107142_18464,Dog
n02107142_18530,Dog
n02107142_1854,Dog
n02107142_18562,Dog
n02107142_18566,Dog
n02107142_18582,Dog
n02107142_18610,Dog
n02107142_18615,Dog
n02107142_18674,Dog
n02107142_18720,Dog
n02107142_18723,Dog
n02107142_18723,Person
n02107142_18779,Dog
n02107142_18782,Dog
n02107142_18782,Car
n02107142_1886,Dog
n02107142_18948,Dog
n02107142_18979,Dog
n02107142_190,Dog
n02107142_1901,Dog
n02107142_1907,Dog
n02107142_1908,Dog
n02107142_19174,Dog
n02107142_19306,Dog
n02107142_19344,Dog
n02107142_19437,Dog
n02107142_19437,Chair
n02107142_19437,Person
n02107142_1952,Dog
n02107142_19528,Dog
n02107142_19548,Dog
n02107142_19568,Dog
n02107142_19609,Dog
n02107142_19609,Person
n02107142_1961,Dog
n02107142_19652,Dog
n02107142_19720,Dog
n02107142_19727,Dog
n02107142_19763,Dog
n02107142_19763,Person
n02107142_19776,Dog
n02107142_19776,Person
n02107142_19781,Dog
n02107142_19884,Dog
n02107142_20037,Dog
n02107142_20045,Dog
n02107142_20091,Dog
n02107142_20152,Dog
n02107142_20194,Dog
n02107142_20194,Person
n02107142_20231,Dog
n02107142_20231,Person
n02107142_2025,Dog
n02107142_20398,Dog
n02107142_20407,Dog
n02107142_20413,Dog
n02107142_20453,Dog
n02107142_20476,Dog
n02107142_20479,Dog
n02107142_20479,Person
n02107142_20481,Dog
n02107142_20496,Dog
n02107142_20496,Chair
n02107142_20517,Dog
n02107142_20517,Sofa
n02107142_2057,Dog
n02107142_20654,Dog
n02107142_20661,Dog
n02107142_20733,Dog
n02107142_2077,Dog
n02107142_208,Dog
n02107142_20848,Dog
n02107142_20863,Dog
n02107142_20899,Dog
n02107142_20899,Car
n02107142_20899,Person
n02107142_20902,Dog
n02107142_20924,Dog
